unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,room_Bathroom,room_Bedroom,room_Dining room,room_Living room,room_Office,view_By yourself,view_Coworkers/Classmates,view_Family members,view_Friends,view_Strangers,season_Fall,season_Spring,season_Summer,season_Winter
24.0,The Starry Night,-0.15796957432866957,"It makes me feel that the scene looks calm on the surface, but there is a sense of hidden tension underneath, like the view you see when walking down the street while slightly drunk.",0.9213874634329337,0.4488007569043874,-0.5640407929052679,-0.28268899932765446,0.8618856092085105,-0.29225058414625227,-0.07962672349016471,Bedroom,By yourself,Winter,Soup,"It sounds like soothing instrumental music, combined with background sounds from everyday life.",0,1,0,0,0,1,0,0,0,0,0,0,0,1
24.0,The Water Lily Pond,-0.15796957432866957,"It makes me feel like it is midsummer, with pollen and insects all around, and the heat is intense.",-0.5180793304285297,-0.3213918463765434,-0.5640407929052679,1.112048637060993,0.06911625515928428,-0.6659297661653153,-0.07962672349016471,Living room,Friends,Summer,Icecream,"It feels like many instruments are playing together, and the sound is quite harmonious, like a symphony.",0,0,0,1,0,0,0,0,1,0,0,0,1,0
25.0,The Persistence of Memory,0.3144627974953894,This painting makes me feel as though my life is becoming foggy and I am reflecting on life as it was in a better time. As if I can no longer dream and my time is running out in a bleak world where I can no longer return to the person I once was.,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,1.20246614393,-0.07962579758161654,"Bedroom,Bathroom",By yourself,Fall,puffer fish,"A slightly joyous melody that starts off fast but slows down as the track goes on becoming sadder, with eerie background music that grows louder and faster until the end where the track abruptly stops.",1,1,0,0,0,1,0,0,0,0,1,0,0,0
25.0,The Starry Night,1.2593275411435074,"Like I am back in my childhood, where dreams and imagination are all that make up my thoughts, and the idea of exploring the unknown is my greatest interest. I feel as if I am both excited and at peace to see the world for all its beauty.",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.28268899932765446,-0.7236530988899419,0.08142859787281082,-0.07962301985597203,"Bedroom,Bathroom,Living room,Dining room","Friends,Family members,By yourself","Spring,Summer,Fall",A hamburger,"A piano plays with high keys to create a calm, soothing and joyous melody that serves as a good background track to accompany positive emotions but not to create them. The soundtrack sounds curious and exploratory with classical instruments playing a soft hum.",1,1,1,1,0,1,0,1,1,0,1,1,1,0
25.0,The Water Lily Pond,0.7868951693194484,"This painting make me feel like I can sit down and take in the breeze enjoying the world for what it is without worrying about being an active participant. Like I can pause and look around at the world carefree, with the sense the world will keep going no matter what happens. It brings back nostalgic but happy feelings of being a child.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.07962672349016471,"Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",an apple,"A very joyous melody with many different instruments playing together, but not feeling like an overcrowded song with all instruments feeling as though they belong and mesh perfectly. A soundtrack that is calm but evokes emotions of joy and excitement, and can be enjoyed by anyone. A piano and xylophone can most prominently be heard on the track.",0,0,1,1,0,1,1,1,1,1,0,1,1,0
26.0,The Persistence of Memory,-1.1028343179767874,"Uncanny, lonely, still, anxious",1.6411208603636653,-1.0915844496574743,-1.3692990312870437,1.112048637060993,-0.32726842186532884,1.5761453259490632,-0.07962672349016471,"Bathroom,Office,Living room","Friends,Family members","Summer,Fall",Cheesecake,"A low, steady hum and a long, shaking whistle and the static of radio.",1,0,0,1,1,0,0,1,1,0,1,0,1,0
26.0,The Starry Night,0.3144627974953894,Relaxed and dreamy.,0.201654066502202,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07961931622177934,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,Blueberry Pancakes,"Relaxing classical music with piano/keyboard, with a calming and slow tempo, and low energy.",0,1,0,1,0,1,1,1,1,1,0,0,1,0
26.0,The Water Lily Pond,-0.15796957432866957,Refreshed and relaxed,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07962116803887569,Living room,By yourself,Spring,salad,"Classical music with variety of instruments, with a medium tempo, and medium energy.",0,0,0,1,0,1,0,0,0,0,0,1,0,0
27.0,The Persistence of Memory,0.3144627974953894,"Sad, uncertain, slightly disoriented.",0.9213874634329337,-1.861777052938405,-1.3692990312870437,1.8094174552553168,0.8618856092085105,0.4551077798918739,-0.07962839012555142,"Bathroom,Office","Friends,Family members",Summer,Poutine,"I'd imagine a very sombre soundtrack, something that would play in a movie after a very beloved character dies.",1,0,0,0,1,0,0,1,1,0,0,0,1,0
27.0,The Starry Night,1.7317599129675663,Chaotic and scared,-0.5180793304285297,-1.0915844496574743,-1.3692990312870437,1.112048637060993,-0.32726842186532884,-0.6659297661653153,-0.07961005713629761,"Living room,Dining room",Friends,Fall,Spicy noodles,I'd imagine something more happy or chaotic. Maybe similar to a song that would play during a fight scene.,0,0,1,1,0,0,0,0,1,0,1,0,0,0
27.0,The Water Lily Pond,-0.6304019461527285,Happy and calm,-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-0.6659297661653153,-0.0796285567890901,Bedroom,"Friends,Family members",Spring,Apple pie,"I'd imagine a soundtrack that's happy and calm. I'd imagine it would be the type of song that would play when two characters get reunited, or someone finds out about some good news.",0,1,0,0,0,0,0,1,1,0,0,1,0,0
28.0,The Persistence of Memory,-0.15796957432866957,Uneasy since time in this picture doesn't seem to be a rigid construct,0.9213874634329337,-0.3213918463765434,-1.3692990312870437,1.112048637060993,1.2582702862331236,1.5761453259490632,-0.07962764939871289,"Office,Living room","Strangers,By yourself",Summer,cheese sandwich ,slow dramatic violin notes ,0,0,0,1,1,1,0,0,0,1,0,0,1,0
28.0,The Starry Night,-0.6304019461527285,mirrors spiralling thoughts inside a calm facade,0.9213874634329337,-0.3213918463765434,0.24121744547650806,0.41467981886666927,0.4655009321838974,0.4551077798918739,-0.07962746421700326,Bedroom,"Strangers,By yourself",Winter,blueberry cake,soft piano tunes with uneven crescendos ,0,1,0,0,0,1,0,0,0,1,0,0,0,1
28.0,The Water Lily Pond,-0.15796957432866957,"relaxed, hopeful with spring vibes",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.06911625515928428,-0.29225058414625227,-0.07962764939871289,Living room,Friends,Spring,matcha tiramisu ,ambient harp music ,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29.0,The Persistence of Memory,0.7868951693194484,It makes me feel sad and drowsy.,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.112048637060993,0.4655009321838974,1.5761453259490632,-0.0796285567890901,Living room,"Friends,By yourself",Fall,Mashed Potatoes.,Slow jazz.,0,0,0,1,0,1,0,0,1,0,1,0,0,0
29.0,The Starry Night,1.7317599129675663,Curious.,0.9213874634329337,0.4488007569043874,0.24121744547650806,0.41467981886666927,0.4655009321838974,0.08142859787281082,-0.07962848271640624,Office,"Friends,Family members,By yourself",Winter,Chicken noodle soup,Something Frank Sinatra.,0,0,0,0,1,1,0,1,1,0,0,0,0,1
29.0,The Water Lily Pond,-1.1028343179767874,"Calm, breezy, content.",-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07962672349016471,"Bathroom,Living room,Dining room","Friends,Family members,By yourself","Spring,Summer",Seafood spaghetti.,Hawaiian music. ,1,0,1,1,0,1,0,1,1,0,0,1,1,0
30.0,The Persistence of Memory,1.7317599129675663,This painting makes me feel sad and feel like I am running out of time,1.6411208603636653,-1.861777052938405,-2.17455726966882,1.8094174552553168,-0.7236530988899419,-0.29225058414625227,-0.07962301985597203,Dining room,By yourself,Fall,Soup,Slow and sad music played by a violine of a cello. Burns the Heart,0,0,1,0,0,1,0,0,0,0,1,0,0,0
30.0,The Starry Night,-0.6304019461527285,Very calm and peaceful. IT makes me feel relaxed,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,0.08142859787281082,-0.07960635350210492,"Bedroom,Dining room","Friends,Family members,Coworkers/Classmates,By yourself","Spring,Summer",Atlantic Salmon,A calming and relaxing piece played by a piano. like The Piano Sonata No. 14 ,0,1,1,0,0,1,1,1,1,0,0,1,1,0
30.0,The Water Lily Pond,-2.0476990616249053,Happy and Calm,0.201654066502202,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-0.7236530988899419,-1.0396089481843784,-0.07962301985597203,"Bathroom,Office,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,Garlic Bread,Joyful soundtrack that would increase its beat and tempo as the song goes on. Something with a clarinet playing ,1,0,0,1,1,1,1,1,1,1,0,1,0,0
31.0,The Persistence of Memory,-0.6304019461527285,"Old, lonely ",0.201654066502202,-1.0915844496574743,-0.5640407929052679,1.112048637060993,0.4655009321838974,-0.29225058414625227,-0.0796285567890901,Bathroom,"Strangers,By yourself",Fall,Bread,Slow music,1,0,0,0,0,1,0,0,0,1,1,0,0,0
31.0,The Starry Night,0.3144627974953894,"Peaceful, tired",0.9213874634329337,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07962829753469661,"Bedroom,Office,Living room","Friends,Family members,By yourself",Winter,soup,slow but more upbeat music ,0,1,0,1,1,1,0,1,1,0,0,0,0,1
31.0,The Water Lily Pond,0.3144627974953894,"happy, lively",0.9213874634329337,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07962839012555142,"Bedroom,Bathroom,Office,Living room","Friends,Family members","Spring,Summer",salad,"lively, happy music, piano and many other instruments",1,1,0,1,1,0,0,1,1,0,0,1,1,0
32.0,The Persistence of Memory,-1.1028343179767874,This painting makes me feel cognizant of the connection between and relativity of space and time.,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.4655009321838974,1.9498245079681262,-0.07962820494384179,Office,By yourself,Summer,Bitter melon,"The soundtrack would be slow, contemplative, maybe even a little experimental at times.",0,0,0,0,1,1,0,0,0,0,0,0,1,0
32.0,The Starry Night,-1.5752666898008465,This painting makes feel nostalgic and at peace.,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07961931622177934,Bedroom,Friends,"Spring,Summer",Dragonfruit,"The soundtrack would be calm and instrumental, with an emphasis on piano.",0,1,0,0,0,0,0,0,1,0,0,1,1,0
32.0,The Water Lily Pond,-0.15796957432866957,"Very at ease, immersed in nature, hopeful, optimistic.",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-1.120037775914555,-1.0396089481843784,-0.07962672349016471,"Bedroom,Living room","Friends,Family members",Spring,A perfectly ripe pear,"The soundtrack would be medium or fast paced, centred on string instruments.",0,1,0,1,0,0,0,1,1,0,0,1,0,0
33.0,The Persistence of Memory,0.7868951693194484,"The painting makes me feel a sense of longing, almost as if time is passing as symbolized by the clocks melting. Accompanied by this, it also makes me feel a sense of urgency since I recognize that time is passing so I feel like I should be doing more with my time! ",1.6411208603636653,-1.0915844496574743,-1.3692990312870437,0.41467981886666927,-0.32726842186532884,0.08142859787281082,-0.07962764939871289,Office,"Friends,Strangers,By yourself","Fall,Winter",Pizza,"Slow brass instruments, trumpets, playing in minor key, lower register notes. ",0,0,0,0,1,1,0,0,1,1,1,0,0,1
33.0,The Starry Night,0.7868951693194484,"It makes me feel a sense of wonder from the vivid swirls of stars in the sky, and at the beauty of the night sky conveyed by the artists technique. ",-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07962672349016471,"Bedroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Winter",Spaghetti,"Chopin's Nocturne in E-Flat Major, Op. 9, No. 2, or Debussy's Clair de Lune - graceful piano, in major key, reminding you of the nighttime, or moonlight - not sombre, but almost mystical or reflective",0,1,1,1,0,1,1,1,1,1,0,1,0,1
33.0,The Water Lily Pond,-1.5752666898008465,"Bright, it's daytime in the painting, happy ",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07962811235298697,"Living room,Dining room","Friends,By yourself",Summer,Hot dog,"Bright, happy, or calm lo-fi music - piano, major key. ",0,0,1,1,0,1,0,0,1,0,0,0,1,0
34.0,The Persistence of Memory,0.3144627974953894,"It makes me feel slightly uneasy but also calm at the same time. The scene feels quiet and almost frozen, like everything is happening very slowly or outside of normal time.",0.201654066502202,-1.861777052938405,0.24121744547650806,1.112048637060993,0.4655009321838974,0.4551077798918739,-0.07961931622177934,Office,By yourself,Winter,I can't imagine it as a food.,"The soundtrack would be very slow and minimal, with long stretches of silence between soft, drawn-out sounds.",0,0,0,0,1,1,0,0,0,0,0,0,0,1
34.0,The Starry Night,0.7868951693194484,"The movement in the scene feels alive, as if the world is constantly shifting and breathing, which creates a sense of emotional intensity. It feels expressive and emotional, but not hopeless.",0.201654066502202,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,0.06911625515928428,-0.6659297661653153,-0.07957302079437072,Bedroom,By yourself,Fall,"It would be like a strong, rich soup.","The soundtrack would be fast-moving and emotionally charged, with repeating patterns that rise and fall in intensity.",0,1,0,0,0,1,0,0,0,0,1,0,0,0
34.0,The Water Lily Pond,-1.1028343179767874,"It makes me feel calm and relaxed, like taking a quiet pause from everything else. The scene feels gentle and soothing, encouraging slow breathing and stillness.",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-0.6659297661653153,-0.07955450262340727,Bedroom,Friends,Spring,Vegetables.,"The soundtrack would be slow and very soft, with smooth, steady tones that feel evenly balanced.",0,1,0,0,0,0,0,0,1,0,0,1,0,0
35.0,The Persistence of Memory,-2.5201314334489644,"Strange, repressed",1.6411208603636653,-1.861777052938405,-0.5640407929052679,1.112048637060993,-0.32726842186532884,0.4551077798918739,-0.07962851716020423,Office,"Family members,By yourself",Fall,expired but unmelted ice cream,The sound produced by the continuous vibration of metal,0,0,0,0,1,1,0,1,0,0,1,0,0,0
35.0,The Starry Night,-1.1028343179767874,feel nothing,-0.5180793304285297,-1.0915844496574743,0.24121744547650806,0.41467981886666927,-0.32726842186532884,-0.29225058414625227,-0.07962839012555142,Bedroom,"Family members,By yourself",Winter,Hanamaki,Symphony for Orchestra,0,1,0,0,0,1,0,1,0,0,0,0,0,1
35.0,The Water Lily Pond,-0.6304019461527285,This painting awakens memories from my childhood.,-1.2378127273592614,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07962850123457721,Living room,"Friends,Family members,Coworkers/Classmates,By yourself","Spring,Summer",Vegetable Salad,A cheerful flute solo,0,0,0,1,0,1,1,1,1,0,0,1,1,0
36.0,The Persistence of Memory,0.3144627974953894,"This picture gives me a sense of desparation, a feeling of sunset.",1.6411208603636653,-1.0915844496574743,-0.5640407929052679,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.07961213117144551,Office,By yourself,Fall,It would be an icecream.,"The soundtrack would be rushed piano in the beginning, slows down gradually with tickling sound, then goes to very slow and sad string ensemble.",0,0,0,0,1,1,0,0,0,0,1,0,0,0
